hour,irradiance_wm2,temperature_c
3902,860.3,34.2
3903,702.5,33.4
3904,496.8,32.3
3905,257.2,31.1
3906,0.0,29.8
3907,0.0,29.8
3908,0.0,29.8
3909,0.0,29.8
3910,0.0,29.8
3911,0.0,29.8
3912,0.0,29.8
3913,0.0,29.9
3914,0.0,29.9
3915,0.0,29.9
3916,0.0,29.9
3917,0.0,29.9
3918,0.0,29.9
3919,257.4,31.2
3920,497.2,32.4
3921,703.2,33.4
3922,861.3,34.2
3923,960.7,34.7
3924,994.7,34.9
3925,960.8,34.7
3926,861.5,34.2
3927,703.4,33.4
3928,497.4,32.4
3929,257.5,31.2
3930,0.0,29.9
3931,0.0,29.9
3932,0.0,29.9
3933,0.0,29.9
3934,0.0,29.9
3935,0.0,29.9
3936,0.0,29.9
3937,0.0,29.9
3938,0.0,29.9
3939,0.0,29.9
3940,0.0,29.9
3941,0.0,29.9
3942,0.0,29.9
3943,257.7,31.2
3944,497.8,32.4
3945,704.1,33.4
3946,862.3,34.2
3947,961.9,34.7
3948,995.8,34.9
3949,962.0,34.7
3950,862.5,34.2
3951,704.3,33.4
3952,498.0,32.4
3953,257.8,31.2
3954,0.0,29.9
3955,0.0,29.9
3956,0.0,29.9
3957,0.0,29.9
3958,0.0,29.9
3959,0.0,29.9
3960,0.0,29.9
3961,0.0,29.9
3962,0.0,29.9
3963,0.0,29.9
3964,0.0,29.9
3965,0.0,29.9
3966,0.0,29.9
3967,258.0,31.2
3968,498.4,32.4
3969,704.8,33.5
3970,863.2,34.3
3971,962.9,34.8
3972,996.9,34.9
3973,962.9,34.8
3974,863.4,34.3
3975,705.0,33.5
3976,498.5,32.4
3977,258.1,31.2
3978,0.0,29.9
3979,0.0,29.9
3980,0.0,29.9
3981,0.0,29.9
3982,0.0,29.9
3983,0.0,29.9
3984,0.0,29.9
3985,0.0,29.9
3986,0.0,29.9
3987,0.0,29.9
3988,0.0,29.9
3989,0.0,29.9
3990,0.0,29.9
3991,258.2,31.2
3992,498.8,32.4
3993,705.5,33.5
3994,864.0,34.3
3995,963.7,34.8
3996,997.8,34.9
3997,963.8,34.8
3998,864.1,34.3
3999,705.6,33.5
4000,498.9,32.5
4001,258.3,31.2
4002,0.0,30.0
4003,0.0,30.0
4004,0.0,30.0
4005,0.0,30.0
4006,0.0,30.0
4007,0.0,30.0
4008,0.0,30.0
4009,0.0,30.0
4010,0.0,30.0
4011,0.0,30.0
4012,0.0,30.0
4013,0.0,30.0
4014,0.0,30.0
4015,258.4,31.3
4016,499.2,32.5
4017,706.0,33.5
4018,864.7,34.3
4019,964.5,34.8
4020,998.5,35.0
4021,964.5,34.8
4022,864.8,34.3
4023,706.1,33.5
4024,499.3,32.5
4025,258.5,31.3
4026,0.0,30.0
4027,0.0,30.0
4028,0.0,30.0
4029,0.0,30.0
4030,0.0,30.0
4031,0.0,30.0
4032,0.0,30.0
4033,0.0,30.0
4034,0.0,30.0
4035,0.0,30.0
4036,0.0,30.0
4037,0.0,30.0
4038,0.0,30.0
4039,258.6,31.3
4040,499.5,32.5
4041,706.4,33.5
4042,865.2,34.3
4043,965.0,34.8
4044,999.1,35.0
4045,965.1,34.8
4046,865.3,34.3
4047,706.5,33.5
4048,499.6,32.5
4049,258.6,31.3
4050,0.0,30.0
4051,0.0,30.0
4052,0.0,30.0
4053,0.0,30.0
4054,0.0,30.0
4055,0.0,30.0
4056,0.0,30.0
4057,0.0,30.0
4058,0.0,30.0
4059,0.0,30.0
4060,0.0,30.0
4061,0.0,30.0
4062,0.0,30.0
4063,258.7,31.3
4064,499.7,32.5
4065,706.7,33.5
4066,865.6,34.3
4067,965.5,34.8
4068,999.5,35.0
4069,965.5,34.8
4070,865.7,34.3
4071,706.8,33.5
4072,499.8,32.5
4073,258.7,31.3
4074,0.0,30.0
4075,0.0,30.0
4076,0.0,30.0
4077,0.0,30.0
4078,0.0,30.0
4079,0.0,30.0
4080,0.0,30.0
4081,0.0,30.0
4082,0.0,30.0
4083,0.0,30.0
4084,0.0,30.0
4085,0.0,30.0
4086,0.0,30.0
4087,258.8,31.3
4088,499.9,32.5
4089,707.0,33.5
4090,865.9,34.3
4091,965.8,34.8
4092,999.8,35.0
4093,965.8,34.8
4094,865.9,34.3
4095,707.0,33.5
4096,499.9,32.5
4097,258.8,31.3
4098,0.0,30.0
4099,0.0,30.0
4100,0.0,30.0
4101,0.0,30.0
4102,0.0,30.0
4103,0.0,30.0
4104,0.0,30.0
4105,0.0,30.0
4106,0.0,30.0
4107,0.0,30.0
4108,0.0,30.0
4109,0.0,30.0
4110,0.0,30.0
4111,258.8,31.3
4112,500.0,32.5
4113,707.1,33.5
4114,866.0,34.3
4115,965.9,34.8
4116,1000.0,35.0
4117,965.9,34.8
4118,866.0,34.3
4119,707.1,33.5
4120,500.0,32.5
4121,258.8,31.3
4122,0.0,30.0
4123,0.0,30.0
4124,0.0,30.0
4125,0.0,30.0
4126,0.0,30.0
4127,0.0,30.0
4128,0.0,30.0
4129,0.0,30.0
4130,0.0,30.0
4131,0.0,30.0
4132,0.0,30.0
4133,0.0,30.0
4134,0.0,30.0
4135,258.8,31.3
4136,500.0,32.5
4137,707.1,33.5
4138,866.0,34.3
4139,965.9,34.8
4140,1000.0,35.0
4141,965.9,34.8
4142,866.0,34.3
4143,707.1,33.5
4144,500.0,32.5
4145,258.8,31.3
4146,0.0,30.0
4147,0.0,30.0
4148,0.0,30.0
4149,0.0,30.0
4150,0.0,30.0
4151,0.0,30.0
4152,0.0,30.0
4153,0.0,30.0
4154,0.0,30.0
4155,0.0,30.0
4156,0.0,30.0
4157,0.0,30.0
4158,0.0,30.0
4159,258.8,31.3
4160,499.9,32.5
4161,707.0,33.5
4162,865.9,34.3
4163,965.8,34.8
4164,999.8,35.0
4165,965.8,34.8
4166,865.9,34.3
4167,707.0,33.5
4168,499.9,32.5
4169,258.8,31.3
4170,0.0,30.0
4171,0.0,30.0
4172,0.0,30.0
4173,0.0,30.0
4174,0.0,30.0
4175,0.0,30.0
4176,0.0,30.0
4177,0.0,30.0
4178,0.0,30.0
4179,0.0,30.0
4180,0.0,30.0
4181,0.0,30.0
4182,0.0,30.0
4183,258.7,31.3
4184,499.8,32.5
4185,706.8,33.5
4186,865.7,34.3
4187,965.5,34.8
4188,999.5,35.0
4189,965.5,34.8
4190,865.6,34.3
4191,706.7,33.5
4192,499.7,32.5
4193,258.7,31.3
4194,0.0,30.0
4195,0.0,30.0
4196,0.0,30.0
4197,0.0,30.0
4198,0.0,30.0
4199,0.0,30.0
4200,0.0,30.0
4201,0.0,30.0
4202,0.0,30.0
4203,0.0,30.0
4204,0.0,30.0
4205,0.0,30.0
4206,0.0,30.0
4207,258.6,31.3
4208,499.6,32.5
4209,706.5,33.5
4210,865.3,34.3
4211,965.1,34.8
4212,999.1,35.0
4213,965.0,34.8
4214,865.2,34.3
4215,706.4,33.5
4216,499.5,32.5
4217,258.6,31.2
4218,0.0,30.0
4219,0.0,30.0
4220,0.0,30.0
4221,0.0,30.0
4222,0.0,30.0
4223,0.0,30.0
4224,0.0,29.9
4225,0.0,29.9
4226,0.0,29.9
4227,0.0,29.9
4228,0.0,29.9
4229,0.0,29.9
4230,0.0,29.9
4231,258.5,31.2
4232,499.3,32.4
4233,706.1,33.5
4234,864.8,34.3
4235,964.5,34.8
4236,998.5,34.9
4237,964.5,34.8
4238,864.7,34.3
4239,706.0,33.5
4240,499.2,32.4
4241,258.4,31.2
4242,0.0,29.9
4243,0.0,29.9
4244,0.0,29.9
4245,0.0,29.9
4246,0.0,29.9
4247,0.0,29.9
4248,0.0,29.9
4249,0.0,29.9
4250,0.0,29.9
4251,0.0,29.9
4252,0.0,29.9
4253,0.0,29.9
4254,0.0,29.9
4255,258.3,31.2
4256,498.9,32.4
4257,705.6,33.5
4258,864.1,34.2
4259,963.8,34.7
4260,997.8,34.9
4261,963.7,34.7
4262,864.0,34.2
4263,705.5,33.4
4264,498.8,32.4
4265,258.2,31.2
4266,0.0,29.9
4267,0.0,29.9
4268,0.0,29.9
4269,0.0,29.9
4270,0.0,29.9
4271,0.0,29.9
4272,0.0,29.9
4273,0.0,29.9
4274,0.0,29.9
4275,0.0,29.9
4276,0.0,29.9
4277,0.0,29.9
4278,0.0,29.9
4279,258.1,31.2
4280,498.5,32.4
4281,705.0,33.4
4282,863.4,34.2
4283,962.9,34.7
4284,996.9,34.9
4285,962.9,34.7
4286,863.2,34.2
4287,704.8,33.4
4288,498.4,32.4
4289,258.0,31.2
4290,0.0,29.9
4291,0.0,29.9
4292,0.0,29.9
4293,0.0,29.9
4294,0.0,29.9
4295,0.0,29.9
4296,0.0,29.9
4297,0.0,29.9
4298,0.0,29.9
4299,0.0,29.9
4300,0.0,29.9
4301,0.0,29.9
4302,0.0,29.9
4303,257.8,31.2
4304,498.0,32.4
4305,704.3,33.4
4306,862.5,34.2
4307,962.0,34.7
4308,995.8,34.8
4309,961.9,34.7
4310,862.3,34.2
4311,704.1,33.4
4312,497.8,32.3
4313,257.7,31.1
4314,0.0,29.8
4315,0.0,29.8
4316,0.0,29.8
4317,0.0,29.8
4318,0.0,29.8
4319,0.0,29.8
4320,0.0,29.8
4321,0.0,29.8
4322,0.0,29.8
4323,0.0,29.8
4324,0.0,29.8
4325,0.0,29.8
4326,0.0,29.8
4327,257.5,31.1
4328,497.4,32.3
4329,703.4,33.4
4330,861.5,34.1
4331,960.8,34.6
4332,994.7,34.8
4333,960.7,34.6
4334,861.3,34.1
4335,703.2,33.3
4336,497.2,32.3
4337,257.4,31.1
4338,0.0,29.8
4339,0.0,29.8
4340,0.0,29.8
4341,0.0,29.8
4342,0.0,29.8
4343,0.0,29.8
4344,0.0,29.8
4345,0.0,29.8
4346,0.0,29.8
4347,0.0,29.8
4348,0.0,29.8
4349,0.0,29.8
4350,0.0,29.8
4351,257.2,31.1
4352,496.8,32.3
4353,702.5,33.3
4354,860.3,34.1
4355,959.5,34.6
4356,993.3,34.8
4357,959.4,34.6
4358,860.1,34.1
4359,702.3,33.3
4360,496.5,32.3
4361,257.0,31.1
4362,0.0,29.8
4363,0.0,29.8
4364,0.0,29.8
4365,0.0,29.7
4366,0.0,29.7
4367,0.0,29.7
4368,0.0,29.7
4369,0.0,29.7
4370,0.0,29.7
4371,0.0,29.7
4372,0.0,29.7
4373,0.0,29.7
4374,0.0,29.7
4375,256.8,31.0
4376,496.1,32.2
4377,701.5,33.3
4378,859.1,34.1
4379,958.1,34.6
4380,991.9,34.7
4381,958.0,34.5
4382,858.9,34.0
4383,701.2,33.2
4384,495.8,32.2
4385,256.6,31.0
4386,0.0,29.7
4387,0.0,29.7
4388,0.0,29.7
4389,0.0,29.7
4390,0.0,29.7
4391,0.0,29.7
4392,0.0,29.7
4393,0.0,29.7
4394,0.0,29.7
4395,0.0,29.7
4396,0.0,29.7
4397,0.0,29.7
4398,0.0,29.7
4399,256.4,31.0
4400,495.3,32.2
4401,700.4,33.2
4402,857.7,34.0
4403,956.6,34.5
4404,990.2,34.7
4405,956.4,34.5
4406,857.4,34.0
4407,700.1,33.2
4408,495.0,32.2
4409,256.2,31.0
4410,0.0,29.7
4411,0.0,29.7
4412,0.0,29.6
4413,0.0,29.6
4414,0.0,29.6
4415,0.0,29.6
4416,0.0,29.6
4417,0.0,29.6
4418,0.0,29.6
4419,0.0,29.6
4420,0.0,29.6
4421,0.0,29.6
4422,0.0,29.6
4423,255.9,30.9
4424,494.4,32.1
4425,699.1,33.2
4426,856.2,33.9
4427,954.9,34.4
4428,988.5,34.6
4429,954.7,34.4
4430,855.9,33.9
4431,698.8,33.1
4432,494.1,32.1
4433,255.7,30.9
4434,0.0,29.6
4435,0.0,29.6
4436,0.0,29.6
4437,0.0,29.6
4438,0.0,29.6
4439,0.0,29.6
4440,0.0,29.6
4441,0.0,29.6
4442,0.0,29.6
4443,0.0,29.6
4444,0.0,29.6
4445,0.0,29.6
4446,0.0,29.6
4447,255.4,30.9
4448,493.4,32.1
4449,697.8,33.1
4450,854.5,33.9
4451,953.0,34.4
4452,986.6,34.6
4453,952.9,34.4
4454,854.2,33.9
4455,697.4,33.1
4456,493.1,32.0
4457,255.2,30.8
4458,0.0,29.5
4459,0.0,29.5
4460,0.0,29.5
4461,0.0,29.5
4462,0.0,29.5
4463,0.0,29.5
4464,0.0,29.5
4465,0.0,29.5
4466,0.0,29.5
4467,0.0,29.5
4468,0.0,29.5
4469,0.0,29.5
4470,0.0,29.5
4471,254.9,30.8
4472,492.4,32.0
4473,696.3,33.0
4474,852.8,33.8
4475,951.0,34.3
4476,984.5,34.5
4477,950.9,34.3
4478,852.5,33.8
4479,696.0,33.0
4480,492.1,32.0
4481,254.7,30.8
4482,0.0,29.5
4483,0.0,29.5
4484,0.0,29.5
4485,0.0,29.5
4486,0.0,29.5
4487,0.0,29.5
4488,0.0,29.5
4489,0.0,29.4
4490,0.0,29.4
4491,0.0,29.4
4492,0.0,29.4
4493,0.0,29.4
4494,0.0,29.4
4495,254.4,30.7
4496,491.3,31.9
4497,694.8,33.0
4498,850.9,33.8
4499,948.9,34.2
4500,982.3,34.4
4501,948.7,34.2
4502,850.5,33.7
4503,694.4,32.9
4504,491.0,31.9
4505,254.1,30.7
4506,0.0,29.4
4507,0.0,29.4
4508,0.0,29.4
4509,0.0,29.4
4510,0.0,29.4
4511,0.0,29.4
4512,0.0,29.4
4513,0.0,29.4
4514,0.0,29.4
4515,0.0,29.4
4516,0.0,29.4
4517,0.0,29.4
4518,0.0,29.4
4519,253.8,30.7
4520,490.2,31.9
4521,693.2,32.9
4522,848.8,33.7
4523,946.7,34.2
4524,980.0,34.3
4525,946.5,34.2
4526,848.5,33.7
4527,692.7,32.9
4528,489.8,31.8
4529,253.5,30.6
4530,0.0,29.3
4531,0.0,29.3
4532,0.0,29.3
4533,0.0,29.3
4534,0.0,29.3
4535,0.0,29.3
4536,0.0,29.3
4537,0.0,29.3
4538,0.0,29.3
4539,0.0,29.3
4540,0.0,29.3
4541,0.0,29.3
4542,0.0,29.3
4543,253.1,30.6
4544,489.0,31.8
4545,691.4,32.8
4546,846.7,33.6
4547,944.3,34.1
4548,977.5,34.3
4549,944.1,34.1
4550,846.3,33.6
4551,691.0,32.8
4552,488.5,31.8
4553,252.9,30.5
4554,0.0,29.2
4555,0.0,29.2
4556,0.0,29.2
4557,0.0,29.2
4558,0.0,29.2
4559,0.0,29.2
4560,0.0,29.2
4561,0.0,29.2
4562,0.0,29.2
4563,0.0,29.2
4564,0.0,29.2
4565,0.0,29.2
4566,0.0,29.2
4567,252.5,30.5
4568,487.7,31.7
4569,689.6,32.7
4570,844.4,33.5
4571,941.7,34.0
4572,974.9,34.2
4573,941.5,34.0
4574,844.1,33.5
4575,689.1,32.7
4576,487.2,31.7
4577,252.2,30.5
4578,0.0,29.2
4579,0.0,29.2
4580,0.0,29.2
4581,0.0,29.2
4582,0.0,29.1
4583,0.0,29.1
4584,0.0,29.1
4585,0.0,29.1
4586,0.0,29.1
4587,0.0,29.1
4588,0.0,29.1
4589,0.0,29.1
4590,0.0,29.1
4591,251.7,30.4
4592,486.3,31.6
4593,687.6,32.6
4594,842.1,33.4
4595,939.1,33.9
4596,972.1,34.1
4597,938.9,33.9
4598,841.7,33.4
4599,687.1,32.6
4600,485.8,31.6
4601,251.4,30.4
4602,0.0,29.1
4603,0.0,29.1
4604,0.0,29.1
4605,0.0,29.1
4606,0.0,29.1
4607,0.0,29.1
4608,0.0,29.1
4609,0.0,29.0
4610,0.0,29.0
4611,0.0,29.0
4612,0.0,29.0
4613,0.0,29.0
4614,0.0,29.0
4615,251.0,30.3
4616,484.8,31.5
4617,685.6,32.6
4618,839.6,33.3
4619,936.3,33.8
4620,969.2,34.0
4621,936.0,33.8
4622,839.1,33.3
4623,685.1,32.5
4624,484.3,31.5
4625,250.7,30.3
4626,0.0,29.0
4627,0.0,29.0
4628,0.0,29.0
4629,0.0,29.0
4630,0.0,29.0
4631,0.0,29.0
4632,0.0,29.0
4633,0.0,29.0
4634,0.0,29.0
4635,0.0,28.9
4636,0.0,28.9
4637,0.0,28.9
4638,0.0,28.9
4639,250.2,30.2
4640,483.3,31.4
4641,683.4,32.5
4642,836.9,33.3
4643,933.3,33.7
4644,966.1,33.9
4645,933.1,33.7
4646,836.5,33.2
4647,682.9,32.4
4648,482.8,31.4
4649,249.9,30.2
4650,0.0,28.9
4651,0.0,28.9
4652,0.0,28.9
4653,0.0,28.9
4654,0.0,28.9
4655,0.0,28.9
4656,0.0,28.9
4657,0.0,28.9
4658,0.0,28.9
4659,0.0,28.9
4660,0.0,28.8
4661,0.0,28.8
4662,0.0,28.8
4663,249.4,30.1
4664,481.8,31.3
4665,681.2,32.4
4666,834.2,33.2
4667,930.3,33.6
4668,963.0,33.8
4669,930.0,33.6
4670,833.7,33.1
4671,680.6,32.3
4672,481.2,31.3
4673,249.1,30.1
4674,0.0,28.8
4675,0.0,28.8
4676,0.0,28.8
4677,0.0,28.8
4678,0.0,28.8
4679,0.0,28.8
4680,0.0,28.8
4681,0.0,28.8
4682,0.0,28.8
4683,0.0,28.8
4684,0.0,28.7
4685,0.0,28.7
4686,0.0,28.7
4687,248.6,30.0
4688,480.1,31.2
4689,678.9,32.3
4690,831.3,33.1
4691,927.1,33.5
4692,959.6,33.7
4693,926.8,33.5
4694,830.8,33.0
4695,678.3,32.2
4696,479.5,31.2
4697,248.2,30.0
4698,0.0,28.7
4699,0.0,28.7
4700,0.0,28.7
4701,0.0,28.7
4702,0.0,28.7
4703,0.0,28.7
4704,0.0,28.7
4705,0.0,28.7
4706,0.0,28.7
4707,0.0,28.6
4708,0.0,28.6
4709,0.0,28.6
4710,0.0,28.6
4711,247.7,29.9
4712,478.4,31.1
4713,676.4,32.2
4714,828.3,32.9
4715,923.7,33.4
4716,956.2,33.6
4717,923.5,33.4
4718,827.8,32.9
4719,675.8,32.1
4720,477.8,31.1
4721,247.3,29.9
4722,0.0,28.6
4723,0.0,28.6
4724,0.0,28.6
4725,0.0,28.6
4726,0.0,28.6
4727,0.0,28.6
4728,0.0,28.6
4729,0.0,28.5
4730,0.0,28.5
4731,0.0,28.5
4732,0.0,28.5
4733,0.0,28.5
4734,0.0,28.5
4735,246.7,29.8
4736,476.6,31.0
4737,673.9,32.0
4738,825.2,32.8
4739,920.3,33.3
4740,952.6,33.5
4741,920.0,33.3
4742,824.7,32.8
4743,673.3,32.0
4744,476.0,31.0
4745,246.4,29.8
4746,0.0,28.5
4747,0.0,28.5
4748,0.0,28.5
4749,0.0,28.5
4750,0.0,28.4
4751,0.0,28.4
4752,0.0,28.4
4753,0.0,28.4
4754,0.0,28.4
4755,0.0,28.4
4756,0.0,28.4
4757,0.0,28.4
4758,0.0,28.4
4759,245.8,29.7
4760,474.8,30.9
4761,671.3,31.9
4762,822.0,32.7
4763,916.7,33.2
4764,948.9,33.4
4765,916.4,33.2
4766,821.5,32.7
4767,670.6,31.9
4768,474.1,30.9
4769,245.4,29.6
4770,0.0,28.4
4771,0.0,28.3
4772,0.0,28.3
4773,0.0,28.3
4774,0.0,28.3
4775,0.0,28.3
4776,0.0,28.3
4777,0.0,28.3
4778,0.0,28.3
4779,0.0,28.3
4780,0.0,28.3
4781,0.0,28.3
4782,0.0,28.3
4783,244.8,29.6
4784,472.8,30.8
4785,668.6,31.8
4786,818.7,32.6
4787,913.0,33.1
4788,945.0,33.3
4789,912.7,33.1
4790,818.1,32.6
4791,667.9,31.8
4792,472.2,30.7
4793,244.4,29.5
4794,0.0,28.2
4795,0.0,28.2
4796,0.0,28.2
4797,0.0,28.2
4798,0.0,28.2
4799,0.0,28.2
4800,0.0,28.2
4801,0.0,28.2
4802,0.0,28.2
4803,0.0,28.2
4804,0.0,28.2
4805,0.0,28.2
4806,0.0,28.2
4807,243.8,29.5
4808,470.8,30.7
4809,665.8,31.7
4810,815.2,32.5
4811,909.1,33.0
4812,941.0,33.1
4813,908.8,33.0
4814,814.7,32.5
4815,665.0,31.7
4816,470.2,30.6
4817,243.3,29.4
4818,0.0,28.1
4819,0.0,28.1
4820,0.0,28.1
4821,0.0,28.1
4822,0.0,28.1
4823,0.0,28.1
4824,0.0,28.1
4825,0.0,28.1
4826,0.0,28.1
4827,0.0,28.1
4828,0.0,28.1
4829,0.0,28.0
4830,0.0,28.0
4831,242.7,29.3
4832,468.8,30.5
4833,662.9,31.6
4834,811.7,32.4
4835,905.1,32.8
4836,936.9,33.0
4837,904.8,32.8
4838,811.1,32.3
4839,662.1,31.5
4840,468.1,30.5
4841,242.3,29.3
4842,0.0,28.0
4843,0.0,28.0
4844,0.0,28.0
4845,0.0,28.0
4846,0.0,28.0
4847,0.0,28.0
4848,0.0,27.9
4849,0.0,27.9
4850,0.0,27.9
4851,0.0,27.9
4852,0.0,27.9
4853,0.0,27.9
4854,0.0,27.9
4855,241.6,29.2
4856,466.7,30.4
4857,659.9,31.4
4858,808.0,32.2
4859,901.0,32.7
4860,932.7,32.9
4861,900.7,32.7
4862,807.4,32.2
4863,659.1,31.4
4864,466.0,30.4
4865,241.2,29.1
4866,0.0,27.8
4867,0.0,27.8
4868,0.0,27.8
4869,0.0,27.8
4870,0.0,27.8
4871,0.0,27.8
4872,0.0,27.8
4873,0.0,27.8
4874,0.0,27.8
4875,0.0,27.8
4876,0.0,27.8
4877,0.0,27.8
4878,0.0,27.8
4879,240.5,29.1
4880,464.5,30.3
4881,656.8,31.3
4882,804.2,32.1
4883,896.8,32.6
4884,928.3,32.7
4885,896.5,32.6
4886,803.6,32.1
4887,656.0,31.3
4888,463.8,30.2
4889,240.0,29.0
4890,0.0,27.7
4891,0.0,27.7
4892,0.0,27.7
4893,0.0,27.7
4894,0.0,27.7
4895,0.0,27.7
4896,0.0,27.7
4897,0.0,27.7
4898,0.0,27.7
4899,0.0,27.7
4900,0.0,27.7
4901,0.0,27.6
4902,0.0,27.6
4903,239.3,28.9
4904,462.3,30.1
4905,653.6,31.2
4906,800.3,32.0
4907,892.5,32.4
4908,923.8,32.6
4909,892.1,32.4
4910,799.7,31.9
4911,652.8,31.1
4912,461.5,30.1
4913,238.8,28.9
4914,0.0,27.6
4915,0.0,27.6
4916,0.0,27.6
4917,0.0,27.6
4918,0.0,27.6
4919,0.0,27.5
4920,0.0,27.5
4921,0.0,27.5
4922,0.0,27.5
4923,0.0,27.5
4924,0.0,27.5
4925,0.0,27.5
4926,0.0,27.5
4927,238.1,28.8
4928,460.0,30.0
4929,650.3,31.0
4930,796.3,31.8
4931,888.0,32.3
4932,919.1,32.5
4933,887.6,32.3
4934,795.7,31.8
4935,649.5,31.0
4936,459.2,29.9
4937,237.6,28.7
4938,0.0,27.4
4939,0.0,27.4
4940,0.0,27.4
4941,0.0,27.4
4942,0.0,27.4
4943,0.0,27.4
4944,0.0,27.4
4945,0.0,27.4
4946,0.0,27.4
4947,0.0,27.4
4948,0.0,27.4
4949,0.0,27.4
4950,0.0,27.4
4951,236.9,28.6
4952,457.6,29.8
4953,647.0,30.9
4954,792.2,31.7
4955,883.4,32.2
4956,914.4,32.3
4957,883.0,32.1
4958,791.5,31.6
4959,646.1,30.8
4960,456.8,29.8
4961,236.4,28.6
4962,0.0,27.3
4963,0.0,27.3
4964,0.0,27.3
4965,0.0,27.3
4966,0.0,27.3
4967,0.0,27.3
4968,0.0,27.2
4969,0.0,27.2
4970,0.0,27.2
4971,0.0,27.2
4972,0.0,27.2
4973,0.0,27.2
4974,0.0,27.2
4975,235.7,28.5
4976,455.2,29.7
4977,643.6,30.7
4978,788.0,31.5
4979,878.7,32.0
4980,909.5,32.2
4981,878.3,32.0
4982,787.3,31.5
4983,642.7,30.7
4984,454.3,29.6
4985,235.1,28.4
4986,0.0,27.1
4987,0.0,27.1
4988,0.0,27.1
4989,0.0,27.1
4990,0.0,27.1
4991,0.0,27.1
4992,0.0,27.1
4993,0.0,27.1
4994,0.0,27.1
4995,0.0,27.1
4996,0.0,27.1
4997,0.0,27.1
4998,0.0,27.1
4999,234.4,28.3
5000,452.7,29.5
5001,640.0,30.6
5002,783.7,31.4
5003,873.9,31.9
5004,904.5,32.0
5005,873.5,31.8
5006,783.0,31.3
5007,639.1,30.5
5008,451.8,29.5
5009,233.8,28.3
5010,0.0,27.0
5011,0.0,27.0
5012,0.0,27.0
5013,0.0,27.0
5014,0.0,27.0
5015,0.0,26.9
5016,0.0,26.9
5017,0.0,26.9
5018,0.0,26.9
5019,0.0,26.9
5020,0.0,26.9
5021,0.0,26.9
5022,0.0,26.9
5023,233.1,28.2
5024,450.1,29.4
5025,636.4,30.4
5026,779.3,31.2
5027,869.0,31.7
5028,899.4,31.9
5029,868.5,31.7
5030,778.5,31.2
5031,635.5,30.4
5032,449.3,29.3
5033,232.5,28.1
5034,0.0,26.8
5035,0.0,26.8
5036,0.0,26.8
5037,0.0,26.8
5038,0.0,26.8
5039,0.0,26.8
5040,0.0,26.8
5041,0.0,26.8
5042,0.0,26.8
5043,0.0,26.8
5044,0.0,26.8
5045,0.0,26.8
5046,0.0,26.7
5047,231.7,28.0
5048,447.5,29.2
5049,632.7,30.3
5050,774.7,31.0
5051,863.9,31.5
5052,894.2,31.7
5053,863.5,31.5
5054,774.0,31.0
5055,631.8,30.2
5056,446.6,29.2
5057,231.1,28.0
5058,0.0,26.7
5059,0.0,26.7
5060,0.0,26.7
5061,0.0,26.6
5062,0.0,26.6
5063,0.0,26.6
5064,0.0,26.6
5065,0.0,26.6
5066,0.0,26.6
5067,0.0,26.6
5068,0.0,26.6
5069,0.0,26.6
5070,0.0,26.6
5071,230.3,27.9
5072,444.8,29.1
5073,629.0,30.1
5074,770.1,30.9
5075,858.7,31.4
5076,888.8,31.5
5077,858.3,31.4
5078,769.3,30.9
5079,628.0,30.1
5080,443.9,29.0
5081,229.7,27.8
5082,0.0,26.5
5083,0.0,26.5
5084,0.0,26.5
5085,0.0,26.5
5086,0.0,26.5
5087,0.0,26.5
5088,0.0,26.5
5089,0.0,26.5
5090,0.0,26.4
5091,0.0,26.4
5092,0.0,26.4
5093,0.0,26.4
5094,0.0,26.4
5095,228.9,27.7
5096,442.1,28.9
5097,625.1,29.9
5098,765.4,30.7
5099,853.5,31.2
5100,883.3,31.4
5101,853.0,31.2
5102,764.6,30.7
5103,624.1,29.9
5104,441.2,28.8
5105,228.3,27.6
5106,0.0,26.3
5107,0.0,26.3
5108,0.0,26.3
5109,0.0,26.3
5110,0.0,26.3
5111,0.0,26.3
5112,0.0,26.3
5113,0.0,26.3
5114,0.0,26.3
5115,0.0,26.3
5116,0.0,26.3
5117,0.0,26.3
5118,0.0,26.2
5119,227.5,27.5
5120,439.3,28.7
5121,621.2,29.8
5122,760.6,30.5
5123,848.1,31.0
5124,877.7,31.2
5125,847.6,31.0
5126,759.7,30.5
5127,620.2,29.7
5128,438.4,28.7
5129,226.9,27.5
5130,0.0,26.2
5131,0.0,26.2
5132,0.0,26.1
5133,0.0,26.1
5134,0.0,26.1
5135,0.0,26.1
5136,0.0,26.1
5137,0.0,26.1
5138,0.0,26.1
5139,0.0,26.1
5140,0.0,26.1
5141,0.0,26.1
5142,0.0,26.1
5143,226.0,27.4
5144,436.5,28.6
5145,617.1,29.6
5146,755.6,30.4
5147,842.6,30.9
5148,872.1,31.0
5149,842.1,30.9
5150,754.8,30.3
5151,616.1,29.5
5152,435.5,28.5
5153,225.4,27.3
5154,0.0,26.0
5155,0.0,26.0
5156,0.0,26.0
5157,0.0,26.0
5158,0.0,26.0
5159,0.0,26.0
5160,0.0,25.9
5161,0.0,25.9
5162,0.0,25.9
5163,0.0,25.9
5164,0.0,25.9
5165,0.0,25.9
5166,0.0,25.9
5167,224.5,27.2
5168,433.6,28.4
5169,613.0,29.4
5170,750.6,30.2
5171,837.0,30.7
